,text,category,rank
10085,And I had eggs for breakfast and whole wheat pancakes for lunch with a banana ,FOOD,3
10086,"723 79%
Groggy ",SLEEP,3
10087,Stress free,STRESS,4
10088,"Yes, I worked out! 5am boost, it was on point - switched lunges for a 2nd round of Ski. ",WORKOUT,3
10089,64 for sure ,WATER,4
10090,"It's ok, swelling is down but I tried lunges today and it didn't feel so good ",FOOD,4
10091,No point ,FOOD,4
10092,On point ,FOOD,4
10093,8+ hours,SLEEP,4
10094,On point ,FOOD,4
10095,5,SLEEP,1
10096,Yes quick pump ,WORKOUT,4
10097,Less than 5 hrs,SLEEP,2
10098,Overwhelmed ,STRESS,2
10099,Water 64,WATER,4
10100,Food almost perfect ,FOOD,3
10101,No,WORKOUT,1
10102,7 hrs,SLEEP,3
10103,Handling,STRESS,3
10104,I made decent headway on some plans. I had dessert (I mean it was a frozen Greek yogurt it wasn't ridiculous but still).,FOOD,3
10105,7,SLEEP,3
10106,Handling,STRESS,3
10107,8 hours plus and not yet,SLEEP,4
10108,On point,FOOD,4
10109,More like 32 oz and stress free,STRESS,4
10110,"Had a great day at work, worked out, could have eaten a little better because had a snack on the roadtrip but awesome time",FOOD,4
10111,7,SLEEP,3
10112,7,SLEEP,3
10113,Good took a little longer to find the fire,WORKOUT,Can't rate
10114,8 hours,SLEEP,4
10115,On point ,FOOD,4
10116,8 hours. Yes ,SLEEP,4
10117,7,SLEEP,3
10118,Yes,WORKOUT,Can't rate
10119,Stress free,STRESS,4
10120,"Ate well

Smoked ",FOOD,3
10121,32+,WATER,3
10122,Handling,STRESS,Can't rate
10123,7,SLEEP,3
10124,On point,FOOD,4
10125,7 hours,SLEEP,3
10126,I worked out,WORKOUT,3
10127,Boxing was great! Always challenging 🥊,WORKOUT,4
10128,Handled,STRESS,3
10129,On point,FOOD,4
10130,6!,SLEEP,2
10131,6 hours ,SLEEP,2
10132,Almost perfect ,FOOD,3
10133,Stress free ,STRESS,4
10134,6,STRESS,Can't rate
10135,6,SLEEP,2
10136,3 but now going to whiskey tasting and I have a feeling that it will drop to 1 (shittiest).,SLEEP,1
10137,8+,SLEEP,4
10138,Almost perfect,FOOD,3
10139,Overwhelmed,STRESS,2
10140,A few sips,WATER,2
10141,I’m driving with Do Not Disturb While Driving turned on. I’ll see your message when I get where I’m going.,WORKOUT,Can't rate
10142,8 ,SLEEP,4
10143,Great ,WORKOUT,Can't rate
10144,"6.5, very broken sleep ",SLEEP,2
10145,6.5,SLEEP,2
10146,No,WORKOUT,Can't rate
10147,On point,FOOD,4
10148,Handled,STRESS,3
10149,Good. I did romwod this morning and I'm going to the 530 pm CrossFit class,WORKOUT,Can't rate
10150,I'm at 64,WATER,4
10151,8,SLEEP,4
10152,Feeling very stressed,STRESS,1
10153,5.5 hours ,SLEEP,2
10154,Less than 5,SLEEP,1
10155,Workout yes,WORKOUT,4
10156,Stress handling,STRESS,3
10157,8 hours - needed it,SLEEP,4
10158,6.5 hrs I think ,SLEEP,3
10159,Decent food intake ,FOOD,Can't rate
10160,32 oz definitely need water ,WATER,3
10161,Stress free ,STRESS,4
10162,Slept 7 hours ,SLEEP,3
10163,Handling stress today,STRESS,3
10164,"Food on point so far. Had the beef and broccoli meal, it was good",FOOD,4
10165,Sign of a good workout haha,WORKOUT,Can't rate
10166,Hey! It's been a rough week. But feeling good today,SLEEP,Can't rate
10167,Slept 6 and erged and did muscle stuff at PT ,SLEEP,2
10168,7:34,SLEEP,3
10169,7,SLEEP,3
10170,"Worked really hard.

Worked too hard.",WORKOUT,Can't rate
10171,7 hrs,SLEEP,3
10172,Sick 4,SLEEP,1
10173,Sips,WATER,2
10174,I'm sick. About 13.,SLEEP,Can't rate
10175,Cheated,WORKOUT,Can't rate
10176,push,WORKOUT,Can't rate
10177,7 ,SLEEP,3
10178,Yes ,WORKOUT,Can't rate
10179,8+,SLEEP,4
10180,On point ,FOOD,4
10181,https://abc7.com/health/swearing-can-help-you-have-a-better-workout-researchers-say/5658731/,WORKOUT,Can't rate
10182,6!,SLEEP,2
10183,Stress free ,STRESS,4
10184,"Had a good workout 5k, 4k, 3k with 90 second rest at steady pressure ",WORKOUT,Can't rate
10185,"Good I had an egg for breakfast, popcorn (no butter)!for a snack, pasta soup for lunch, rice cake for snack, and chili for dinner ",FOOD,4
10186,8,SLEEP,4
10187,Ya !,WORKOUT,Can't rate
10188,Almost perfect,FOOD,3
10189,7 hours,SLEEP,3
10190,No doubt ,FOOD,Can't rate
10191,Not stressed,STRESS,1
10192,Drank a lot probably 64 oz ,WATER,4
10193,"Ate well I had orange and banana for breakfast, lentil soup for lunch, toast w peanut butter and banana before practice, chili for dinner ",FOOD,3
10194,7,SLEEP,3
10195,High stress driving in nyc ,STRESS,3
10196,"Coffee, broccoli, ribeye ",FOOD,3
10197,64+,WATER,Can't rate
10198,7,SLEEP,3
10199,Not yet,WORKOUT,Can't rate
10200,Too much stress ,STRESS,1
10201,Less than 5 ,SLEEP,2
10202,64+,WATER,4
10203,"Hard workout, and great day with the kids after I settled down. I could have handled Emma crying better. ",WORKOUT,4
10204,Still in bed 🛌 ,WORKOUT,Can't rate
10205,Almost perfect ,FOOD,3
10206,7.5,SLEEP,3
10207,No recovery day ,WORKOUT,Can't rate
10208,Need to step it up,FOOD,2
10209,Good,FOOD,4
10210,8,SLEEP,4
10211,Almost perfect,FOOD,3
10212,64 oz,WATER,4
10213,8 hours,SLEEP,4
10214,Almost stress free,STRESS,4
10215,Pretty good I did Tuesdays build workout because I know I won't make it to the gym that day. I also did an extra ab workout. ,WORKOUT,1
10216,8 hrs,SLEEP,4
10217,Stress free,STRESS,4
10218,64oz for sure,WATER,4
10219,"I rested my brain and napped! 
I could have hustled today :( ",SLEEP,4
10220,On point,FOOD,4
10221,7,SLEEP,3
10222,Need a 1 week freeze on daily texts ,SLEEP,1
10223,About 6 hrs ,SLEEP,2
10224,Stress free ,STRESS,4
10225,Need to step it up ,FOOD,2
10226,48+,WATER,3
10227,Yes,WORKOUT,Can't rate
10228,"Ok, this makes a lot of sense. Thank you",STRESS,Can't rate
10229,5.75,SLEEP,2
10230,8 hours,SLEEP,4
10231,On point,FOOD,4
10232,7 hrs,SLEEP,3
10233,6,SLEEP,2
10234,Yes. 6.2 miles trail run ,SLEEP,2
10235,Stress free ,STRESS,4
10236,Handled what was thrown my way ,STRESS,3
10237,7,SLEEP,3
10238,Almost perfect ,FOOD,3
10239,Need to step it up ,FOOD,2
10240,6.5 broken hrs ,SLEEP,2
10241,Good ,FOOD,4
10242,"Ok, I'll try",SLEEP,Can't rate
10243,Handling what is thrown at me,STRESS,3
10244,Overwhelmed today,STRESS,2
10245,More like 32oz,WATER,3
10246,Yes I worked out today,WORKOUT,3
10247,Almost perfect,FOOD,3
10248,6,SLEEP,2
10249,6 hours. ,SLEEP,2
10250,Stress free so far ,STRESS,4
10251,Going in a little bit to workout ,WORKOUT,Can't rate
10252,6,SLEEP,2
10253,7,SLEEP,3
10254,Not good,FOOD,4
10255,32ish,WATER,3
10256,Weird day!!!!,STRESS,Can't rate
10257,8+ it was wild,SLEEP,4
10258,Lolol,STRESS,Can't rate
10259,5hrs,SLEEP,1
10260,6 hrs,SLEEP,2
10261,64 oz for sure ,WATER,4
10262,Landed a massive account. Leaving work. No lows. ,WORKOUT,1
10263,No ,WATER,Can't rate
10264,8+ hrs,SLEEP,4
10265,Stress free ,STRESS,4
10266,Yes,WORKOUT,Can't rate
10267,7,SLEEP,3
10268,7 hours ,SLEEP,3
10269,Stress free so far ,STRESS,4
10270,Set my alarm for the wrong time so this morning was super fun haha,SLEEP,Can't rate
10271,Yes - build ,WORKOUT,Can't rate
10272,Stress free ,STRESS,4
10273,5 ,SLEEP,2
10274,Not yet ,WORKOUT,Can't rate
10275,Step it up ,SLEEP,Can't rate
10276,Almost perfect. ,FOOD,3
10277,Well the stress level is amazing low today since  someone got their job done. Direct report,STRESS,Can't rate
10278,I'm at 80. Feel great.,WATER,4
10279,7,SLEEP,3
10280,Good took a little longer to find the fire,WORKOUT,Can't rate
10281,6 hour ,SLEEP,2
10282,Almost perfect ,FOOD,3
10283,7 hours,SLEEP,3
10284,Didn't workout yet ,WORKOUT,Can't rate
10285,Stress free!,STRESS,4
10286,On point.  ,FOOD,4
10287,64,WATER,4
10288,7.5,SLEEP,3
10289,Sure did ,WORKOUT,Can't rate
10290,6.5,SLEEP,2
10291,"Fighting personal decisions well. 

Being better with my intentions ",WORKOUT,Can't rate
10292,No,WORKOUT,Can't rate
10293,Handed ,STRESS,Can't rate
10294,On point ,FOOD,4
10295,64,WATER,4
10296,8hrs,SLEEP,4
10297,On point,FOOD,4
10298,Stress free ,STRESS,4
10299,More like 32oz,WATER,3
10300,I worked out today. Did Build and went for a walk,WORKOUT,3
10301,6 hrs,SLEEP,2
10302,Stress free ,STRESS,4
10303,7,SLEEP,3
10304,Almost perfect ,FOOD,3
10305,I was out so I grabbed a chicken Cobb salad and ate half of it and I'm at about 64oz,WATER,4
10306,"Today was a stress free day, which is a plus for me. I also accomplished a lot of things I needed to do. I'm thinking I could've eaten a little better. ",STRESS,4
10307,"Not good, I've been running around and haven't eaten yet.  Trying to grab something ",FOOD,1
10308,Only 48oz,WATER,3
10309,"Yes, I thought eating the whole thing was too much ",FOOD,1
10310,"Yes, just made grilled chicken and string beans. ",FOOD,3
10311,Having that for dinner ,FOOD,3
10312,24 oz,WATER,2
10313,5 ,SLEEP,1
10314,Not yet.  I will in an hour ,SLEEP,Can't rate
10315,Stress free ,STRESS,4
10316,6,SLEEP,2
10317,On point ,FOOD,4
10318,64,WATER,4
10319,"6 hours. 
",SLEEP,2
10320,Relatively stress free ,STRESS,4
10321,80 ozs ,WATER,4
10322,8 hours,SLEEP,4
10323,We are still deciding between 2 nutritionists ,STRESS,Can't rate
10324,Stress levels are increasing but I'm handling.  ,STRESS,3
10325,No. Off day,WORKOUT,Can't rate
10326,"Got all my users set up in BMO.  

Did not eat so well today.  Too much bread.  But no sweets so that's good. ",FOOD,4
10327,Almost perfect.  Bag of pretzels. ,FOOD,3
10328,64,WORKOUT,Can't rate
10329,5hrs,SLEEP,2
10330,Almost perfect ,FOOD,3
10331,64 oz,WATER,4
10332,For sure,WATER,1
10333,7 hrs,SLEEP,3
10334,On point 👊🏻,FOOD,4
10335,7 hours,SLEEP,3
10336,On point,FOOD,4
10337,1:30 in the gym ,SLEEP,1
10338,Probably burn around 1k-1.5k calories,SLEEP,1
10339,I usually eat most of my food after my workout,FOOD,Can't rate
10340,"Protein bar for breakfast. Turkey, avacado, tomato, cheese sandwich for lunch with potato chips",FOOD,3
10341,Potato Kirkland chips. Came with my meal I got ,FOOD,3
10342,If anything I can be eating more haha,FOOD,Can't rate
10343,Crush a huge shake and then a big dinner and snack after that,FOOD,3
10344,I don't like to eat too much at work or I get sloppy ,FOOD,Can't rate
10345,And tired,STRESS,Can't rate
10346,Over 8 hours,SLEEP,4
10347,8+ hrs,SLEEP,4
10348,Almost perfect,FOOD,3
10349,8 hours,SLEEP,4
10350,64 oz,WATER,4
10351,Handled what was thrown my way,STRESS,3
10352,5 hrs,SLEEP,1
10353,Stress free,STRESS,4
10354,On point,FOOD,4
10355,64oz for sure,WATER,4
10356,8,SLEEP,4
10357,Yes,WORKOUT,4
10358,8+,SLEEP,4
10359,Something between overwhelmed and handling.,STRESS,2
10360,"Went to gym.

Ate too much at party (although I avoided all the bad stuff, including pizza, wine and cake)",FOOD,2
10361,On point,FOOD,4
10362,Yea,WORKOUT,Can't rate
10363,Stress free,STRESS,4
10364,32 ounces ,WATER,3
10365,8,SLEEP,4
10366,Yes ,FOOD,Can't rate
10367,195.4 this am ,SLEEP,Can't rate
10368,Going at 8,SLEEP,4
10369,6 ,SLEEP,2
10370,Slept 7.5 hours ,SLEEP,4
10371,Stress free ,STRESS,4
10372,Good ,FOOD,4
10373,On point ,FOOD,4
10374,80 ozs ,WATER,4
10375,7,SLEEP,3
10376,Overwhelmed,STRESS,2
10377,On point.,FOOD,4
10378,My sleep sucks ,SLEEP,Can't rate
10379,"So for someone with weight loss as their goal. Does higher stress/lack of sleep lead to eating worse and thus, not making progress on their weight goal. Would be great if those peeps can see the correlation with their weight. Ok I will stop

",SLEEP,Can't rate
10380,Yeah man peeps need to be led to the water ,WATER,Can't rate
10381,6,SLEEP,2
10382,Any way to use a key to describe what the colors mean?,SLEEP,Can't rate
10383,One word: order ,STRESS,Can't rate
10384,Stress free,STRESS,4
10385,8 hours ,SLEEP,4
10386,7h,SLEEP,3
10387,8.5,SLEEP,4
10388,On point - with healthy food but portions might not be accurate ,FOOD,4
10389,32 and still going ,WATER,3
10390,Stress free,STRESS,4
10391,Stress free ,STRESS,4
10392,6.75,SLEEP,2
10393,Yes ,WORKOUT,Can't rate
10394,On point ,FOOD,4
10395,Less than 5,SLEEP,2
10396,Handled,STRESS,1
10397,Almost perfect,FOOD,3
10398,6,SLEEP,2
10399,11,SLEEP,4
10400,6 pm,WORKOUT,Can't rate
10401,cool alright,SLEEP,Can't rate
10402,7,SLEEP,3
10403,Something like that.  I can't tell how often I'm getting a review or how comprehensive the reviews are.  I had to scroll up 50 messages to find my last full review on Oct 14.  Is there any trend information?  Any more practical feedback? Etc.,WATER,3
10404,"Found my flashlight  that fell into the lake.  Still working after a day.

Shouldn't have dropped my flashlight in the lake.",WORKOUT,Can't rate
10405,Handled,STRESS,3
10406,6 hours,SLEEP,2
10407,Yes,WORKOUT,4
10408,Yes,FOOD,Can't rate
10409,6 hours ,SLEEP,2
10410,Stress free ,STRESS,4
10411,On point ,FOOD,4
10412,64,WATER,4
10413,5,SLEEP,2
10414,6 hrs ,SLEEP,2
10415,7,SLEEP,3
10416,6.5 hrs ,SLEEP,3
10417,8 hours ,SLEEP,4
10418,Stress is building doing my best to handle ,STRESS,1
10419,7+,SLEEP,3
10420,Almost perfect ,FOOD,3
10421,Doing it. Now ,WORKOUT,Can't rate
10422,6,SLEEP,2
10423,No been crazy month already and I'm off to Maryland today until Thursday ,SLEEP,Can't rate
10424,Handled what was thrown my way ,STRESS,3
10425,Almost perfect food ,FOOD,3
10426,50 + oz ,WATER,3
10427,Stress free,STRESS,4
10428,"800 95% 
Fantastic ",WATER,Can't rate
10429,80ish by now,WATER,Can't rate
10430,"3 day streak hitting my macros and the gym, feeing good and back on track! 

Negative self talk crap has got to stop!",WORKOUT,4
10431,Yes,WORKOUT,Can't rate
10432,On point ,FOOD,4
10433,5.2,SLEEP,2
10434,6,SLEEP,2
10435,Stress free,STRESS,4
10436,On point,FOOD,4
10437,No. traveling home. Maybe later,WORKOUT,Can't rate
10438,8 hrs,SLEEP,4
10439,No workout ,WORKOUT,1
10440,Stress free,STRESS,4
10441,32oz,WATER,3
10442,Good,FOOD,4
10443,Less than 5,SLEEP,1
10444,Less than 5,SLEEP,2
10445,"No, I did something to my knee yesterday and am icing and resting...couldn't sleep last night it was super uncomfortable!!",SLEEP,Can't rate
10446,I think so? Thinking it was jumping rope or toe taps or hip-throwing punches...or all of it haha ,WORKOUT,Can't rate
10447,I did bossy build ,WORKOUT,Can't rate
10448,Slept 7 hours ,SLEEP,3
10449,Workout was good,WORKOUT,Can't rate
10450,Stress free today. It's Saturday!,STRESS,4
10451,120oz of water,WATER,4
10452,"Breakfast was protein shake with unsweetened almond milk, 1/2 banana 1tbs pb",FOOD,3
10453,7 hrs,SLEEP,3
10454,Handled what was thrown at me.,SLEEP,Can't rate
10455,Sick!,SLEEP,Can't rate
10456,Less than 5,SLEEP,2
10457,Stress free ,STRESS,4
10458,6,SLEEP,2
10459,Handling ,STRESS,3
10460,On point,FOOD,4
10461,"7
Yes",SLEEP,3
10462,6hrs,SLEEP,2
10463,6hrs,SLEEP,2
10464,Stress free,STRESS,4
10465,Yes,WORKOUT,Can't rate
10466,7,SLEEP,3
10467,About 7 hrs ,SLEEP,3
10468,Slept 5 hours ,SLEEP,1
10469,Didn't workout yet,WORKOUT,Can't rate
10470,6 hours ,SLEEP,2
10471,On point ,FOOD,4
10472,Handled what was thrown my way ,STRESS,3
10473,8 ,SLEEP,4
10474,Less than 5 hrs,SLEEP,2
10475,Not great,FOOD,2
10476,32ish,WATER,Can't rate
10477,Working hard to return to my regular bad ass and awesome state :),WORKOUT,Can't rate
10478,Liked “Sounds like we need a take over the world lunch next week!”,FOOD,2
10479,Shut down,WORKOUT,Can't rate
10480,On point ,FOOD,4
10481,7,SLEEP,3
10482,No yet ,FOOD,1
10483,"I’d like to inform you when I plan to workout, have deep focus time, drink water etc so that the questions Verb asks me check in after I should have done those. As a reward. I like getting asked if I’ve workout out yet too, but I may like it more as a reward to share after I’ve done it. ",WATER,Can't rate
10484,Very stressed. But it's good stress. ,STRESS,1
10485,Not good,FOOD,1
10486,Stress green,STRESS,Can't rate
10487,64,WATER,4
10488,6,SLEEP,2
10489,Later ,WORKOUT,Can't rate
10490,7 hrs,SLEEP,3
10491,Good workout. Got two in,WORKOUT,Can't rate
10492,On point,FOOD,4
10493,6,SLEEP,2
10494,64oz,WATER,4
10495,5.5 hours,SLEEP,2
10496,Yes I will be there tonight at 6.30! If you need to send via email I'm at kimberlybader5@gmail.com.,SLEEP,2
10497,7 hrs,SLEEP,3
10498,64 oz for sure,WATER,4
10499,Handling it,STRESS,Can't rate
10500,7 hours ,SLEEP,3
10501,Stress free. Daddy daycare ,STRESS,4
10502,Yes ,WORKOUT,Can't rate
10503,8 hours,SLEEP,4
10504,8,SLEEP,4
10505,zero,STRESS,Can't rate
10506,on point,FOOD,4
10507,nope,WORKOUT,Can't rate
10508,631,WATER,4
10509,Stress free,STRESS,4
10510,On point,FOOD,4
10511,More like 32,WATER,3
10512,"I developed a new skill today, painting front doors! Loved it! Also provided quotes to some neighbors of the home we are painting now, fingers crossed!  And handling stress much better.

Detox from Halloween candy! ",STRESS,3
10513,No,STRESS,Can't rate
10514,5 hours,SLEEP,2
10515,Handling a little bit of stress,STRESS,3
10516,150 oz of water for the day,WATER,4
10517,"Food - kale salad with chicken, a few chocolate covered almonds, dairy free ice cream bar, a few bites of sausage tomato sauce on whole wheat pasta (made it for the kids, I wasn't terribly hungry), a few celery sticks ",FOOD,3
10518,Yes - boost,WORKOUT,Can't rate
10519,8 hours,SLEEP,4
10520,On point food,FOOD,4
10521,64+oz of water,WATER,4
10522,Handled what was thrown my way,STRESS,3
10523,Good workout!,WORKOUT,Can't rate
10524,Well today: nutrition and a good workout and drank a ton of water Work on: could have been more productive at work today ,WATER,Can't rate
10525,7 ,SLEEP,3
10526,No. Vin could we cancel tomorrow's session so I could workout before we meet Friday. Please confirm.,WORKOUT,1
10527,8 hours ,SLEEP,4
10528,Good workout,WORKOUT,Can't rate
10529,Handling,STRESS,3
10530,Yes,FOOD,Can't rate
10531,48,WATER,3
10532,For having a good night sleep ,SLEEP,Can't rate
10533,Stress gfeee ,STRESS,Can't rate
10534,6.5,SLEEP,2
10535,Hustle ,STRESS,Can't rate
10536,Planning on working out at 5pm ,WORKOUT,3
10537,Handled what was thrown my way ,STRESS,3
10538,64+,WATER,4
10539,6,SLEEP,2
10540,On point ,FOOD,4
10541,Stress free!,STRESS,4
10542,7,SLEEP,3
10543,Handled what was thrown my way ,STRESS,3
10544,A few sips here and there but Not enough ,WATER,2
10545,I ate well ,FOOD,Can't rate
10546,I could have worked out ,WORKOUT,3
10547,7,SLEEP,3
10548,No ,FOOD,Can't rate
10549,Yes,FOOD,Can't rate
10550,No ,WORKOUT,Can't rate
10551,On point,FOOD,4
10552,7 hours,SLEEP,3
10553,Yup - boost. Heading to boxing at 9:30 ,WORKOUT,Can't rate
10554,Handling it,STRESS,Can't rate
10555,"On point - protein shake with 1/2 banana between workouts, handful of pistachios after boxing ",WORKOUT,4
10556,150 oz and going...,WATER,4
10557,7hrs,SLEEP,3
10558,6 hrs of sleep,SLEEP,2
10559,Overwhelmed ,STRESS,2
10560,Not really,SLEEP,Can't rate
10561,8hrs,SLEEP,4
10562,8,SLEEP,4
10563,Handled,STRESS,1
10564,Not good,FOOD,1
10565,32,WATER,3
10566,I was no cheats for 4-5 months.,SLEEP,1
10567,Too tired.,STRESS,Can't rate
10568,I wish you never told me about your day off.  My brain of course has to run with that and blow it all out of proportion.,FOOD,Can't rate
10569,I know.,SLEEP,Can't rate
10570,No,WORKOUT,Can't rate
10571,Not yet,FOOD,1
10572,On point,FOOD,4
10573,32 oz,WATER,3
10574,Stress free,STRESS,4
10575,Less than 5 hrs,SLEEP,2
10576,"Ate well! Stayed on track!
Got soooo high.",FOOD,Can't rate
10577,Food 3,FOOD,3
10578,Water 3,WATER,1
10579,Stress 2,STRESS,2
10580,Less than b5,SLEEP,Can't rate
10581,Survived,STRESS,Can't rate
10582,6 hours ,SLEEP,2
10583,Didn't workout today,WORKOUT,Can't rate
10584,"I had an açaí bowl for ""breakfast"" at like 12 and had yogurt with cereal/granola in it for lunch",SLEEP,4
10585,8 ,SLEEP,4
10586,Not yet ,WORKOUT,1
10587,7 hrs,SLEEP,3
10588,7 hours,SLEEP,3
10589,5.5 hours,SLEEP,2
10590,Hey Lou. No I won't make it to the gym tonight out tomorrow unfortunately but I've been doing the blue room workouts at home. I am planning on coming to a Friday AM class. But if you send me side work I will try to do it!,WORKOUT,1
10591,After Friday I'll be out of town until after Christmas. I'll be staying at hotels that will probably have fitness centers so I'll either try to continue to do blue room workouts or will ask you for something to do. Thank you for your help with that!,WORKOUT,Can't rate
10592,7,SLEEP,3
10593,"Almost perfect 
Handled what was thrown my way 
64oz ",STRESS,3
10594,"Drove 3 hours to see my son 

Could ha e Called my mother ",SLEEP,1
10595,Yes ,WORKOUT,Can't rate
10596,Handled ,STRESS,3
10597,On point ,FOOD,4
10598,8+,SLEEP,4
10599,80+,WATER,4
10600,Eating ,FOOD,1
10601,No. ,FOOD,Can't rate
10602,6.5,SLEEP,2
10603,On point,FOOD,4
10604,9,SLEEP,4
10605,More than 32 less than 64,WATER,3
10606,Somewhat stress free lol,STRESS,4
10607,6.5,SLEEP,2
10608,7,SLEEP,3
10609,Walking now,WORKOUT,Can't rate
10610,6,SLEEP,2
10611,8,SLEEP,4
10612,Feeling very stressed,STRESS,1
10613,I'm upset that it's affecting my workouts. Haven't felt motivated to workout in 2 days. ,WORKOUT,Can't rate
10614,On point,FOOD,4
10615,Stress free,STRESS,4
10616,64 ounces ,WATER,4
10617,7,SLEEP,3
10618,Yes,WORKOUT,4
10619,Almost perfect,FOOD,3
10620,Good,FOOD,4
10621,Handled what was thrown my way well,STRESS,3
10622,8,SLEEP,4
10623,7 hours ,SLEEP,3
10624,Handled well ,SLEEP,2
10625,On point ,FOOD,4
10626,64+ ,WATER,4
10627,Yes ,WORKOUT,Can't rate
10628,Less than 5,SLEEP,2
10629,On point ,FOOD,4
10630,Good workout ,WORKOUT,Can't rate
